checkin_type,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes
mobile,1.0,no_rented_before,
connect,-146.0,no_rented_before,
mobile,211.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,-64.0,no_rented_before,
mobile,-376.0,no_rented_before,
mobile,-278.0,no_rented_before,
mobile,87.0,no_rented_before,
connect,-181.0,no_rented_before,
mobile,92.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-20.0,no_rented_before,
mobile,212.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,-52.0,no_rented_before,
mobile,34.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-201.0,no_rented_before,
connect,36.0,no_rented_before,
connect,74.0,rented_before,210.0
mobile,220.0,no_rented_before,
mobile,76.0,no_rented_before,
mobile,68.0,no_rented_before,
mobile,125.0,no_rented_before,
mobile,-59.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,34.0,no_rented_before,
mobile,-92.0,no_rented_before,
mobile,-56.0,no_rented_before,
connect,43.0,no_rented_before,
mobile,61.0,no_rented_before,
mobile,-949.0,no_rented_before,
connect,-12.0,no_rented_before,
connect,92.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,9.0,no_rented_before,
connect,-94.0,rented_before,720.0
connect,-405.0,no_rented_before,
connect,25.0,no_rented_before,
mobile,91.0,no_rented_before,
connect,-1438.0,no_rented_before,
mobile,-328.0,no_rented_before,
mobile,530.0,no_rented_before,
mobile,684.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,404.0,no_rented_before,
mobile,-27.0,no_rented_before,
mobile,487.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,-190.0,no_rented_before,
mobile,64.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,125.0,no_rented_before,
mobile,-147.0,no_rented_before,
mobile,-76.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,51.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,62.0,no_rented_before,
connect,-18.0,no_rented_before,
mobile,33.0,rented_before,270.0
mobile,39.0,no_rented_before,
mobile,-113.0,no_rented_before,
connect,-71.0,rented_before,0.0
mobile,55.0,no_rented_before,
mobile,-75.0,no_rented_before,
mobile,71.0,rented_before,120.0
mobile,-22.0,no_rented_before,
mobile,-158.0,no_rented_before,
connect,-110.0,rented_before,570.0
mobile,4.0,no_rented_before,
mobile,-88.0,no_rented_before,
mobile,-44.0,no_rented_before,
mobile,-27.0,no_rented_before,
mobile,28.0,no_rented_before,
connect,-15.0,no_rented_before,
mobile,34.0,no_rented_before,
mobile,35.0,no_rented_before,
mobile,27.0,no_rented_before,
mobile,-48.0,no_rented_before,
mobile,127.0,no_rented_before,
mobile,-33.0,no_rented_before,
connect,5.0,rented_before,120.0
mobile,103.0,no_rented_before,
connect,-13.0,no_rented_before,
mobile,-253.0,no_rented_before,
mobile,31.0,no_rented_before,
mobile,1652.0,no_rented_before,
mobile,133.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,-80.0,no_rented_before,
mobile,-161.0,no_rented_before,
connect,-813.0,no_rented_before,
mobile,38.0,rented_before,60.0
mobile,-12.0,rented_before,450.0
mobile,-33.0,no_rented_before,
connect,-181.0,rented_before,660.0
mobile,-94.0,no_rented_before,
connect,27.0,no_rented_before,
mobile,48.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,-139.0,no_rented_before,
mobile,391.0,no_rented_before,
mobile,-514.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,69.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,9.0,rented_before,60.0
connect,-154.0,no_rented_before,
mobile,35.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,124.0,no_rented_before,
mobile,-150.0,no_rented_before,
mobile,44.0,no_rented_before,
connect,-226.0,rented_before,60.0
mobile,13.0,no_rented_before,
connect,-54.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,-232.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,59.0,no_rented_before,
connect,206.0,no_rented_before,
connect,57.0,no_rented_before,
mobile,7.0,no_rented_before,
connect,2.0,no_rented_before,
mobile,241.0,no_rented_before,
mobile,-20.0,no_rented_before,
mobile,12.0,no_rented_before,
connect,42.0,rented_before,120.0
mobile,5.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,243.0,no_rented_before,
mobile,629.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,183.0,no_rented_before,
mobile,54.0,no_rented_before,
mobile,-91.0,no_rented_before,
mobile,47.0,no_rented_before,
mobile,95.0,no_rented_before,
mobile,-187.0,no_rented_before,
mobile,69.0,no_rented_before,
mobile,-91.0,no_rented_before,
mobile,-31.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,-59.0,no_rented_before,
mobile,35.0,no_rented_before,
mobile,-121.0,rented_before,0.0
mobile,-32.0,no_rented_before,
connect,-231.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,33.0,no_rented_before,
mobile,-142.0,no_rented_before,
mobile,-91.0,no_rented_before,
mobile,-19.0,no_rented_before,
mobile,-78.0,no_rented_before,
mobile,40.0,no_rented_before,
mobile,26.0,rented_before,0.0
mobile,0.0,no_rented_before,
mobile,92.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,532.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,112.0,rented_before,360.0
connect,596.0,no_rented_before,
mobile,14.0,no_rented_before,
mobile,-50.0,no_rented_before,
mobile,14.0,no_rented_before,
mobile,-56.0,no_rented_before,
connect,37.0,no_rented_before,
mobile,48.0,no_rented_before,
mobile,-119.0,no_rented_before,
connect,104.0,no_rented_before,
mobile,52.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,8.0,no_rented_before,
connect,-8.0,no_rented_before,
connect,-61.0,no_rented_before,
mobile,-43.0,no_rented_before,
mobile,79.0,no_rented_before,
mobile,-114.0,no_rented_before,
mobile,-839.0,no_rented_before,
mobile,97.0,no_rented_before,
mobile,-40.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-136.0,no_rented_before,
mobile,172.0,no_rented_before,
mobile,21.0,no_rented_before,
connect,41.0,no_rented_before,
mobile,62.0,no_rented_before,
connect,-10.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,15.0,no_rented_before,
mobile,-32.0,no_rented_before,
mobile,100.0,no_rented_before,
mobile,-128.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,24.0,no_rented_before,
mobile,204.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,70.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,-3.0,rented_before,270.0
mobile,16.0,no_rented_before,
connect,-642.0,no_rented_before,
mobile,-86.0,no_rented_before,
connect,-15.0,no_rented_before,
mobile,10.0,no_rented_before,
connect,-102.0,rented_before,30.0
mobile,108.0,no_rented_before,
mobile,69.0,no_rented_before,
mobile,68.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,20.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,115.0,no_rented_before,
connect,-17.0,no_rented_before,
mobile,-549.0,no_rented_before,
mobile,-150.0,no_rented_before,
connect,49.0,rented_before,120.0
mobile,-117.0,no_rented_before,
mobile,54.0,no_rented_before,
mobile,-36.0,no_rented_before,
mobile,60.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,77.0,no_rented_before,
connect,-1095.0,no_rented_before,
mobile,-87.0,no_rented_before,
mobile,-110.0,no_rented_before,
mobile,124.0,no_rented_before,
mobile,-96.0,no_rented_before,
mobile,80.0,no_rented_before,
mobile,-117.0,no_rented_before,
mobile,-6.0,no_rented_before,
mobile,-96.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,65.0,no_rented_before,
connect,105.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,85.0,no_rented_before,
mobile,-78.0,no_rented_before,
mobile,-2.0,no_rented_before,
connect,99.0,no_rented_before,
connect,-74.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,7.0,rented_before,420.0
mobile,796.0,no_rented_before,
mobile,16.0,no_rented_before,
connect,0.0,no_rented_before,
mobile,29.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,-8.0,no_rented_before,
mobile,-317.0,no_rented_before,
mobile,24.0,no_rented_before,
mobile,42.0,no_rented_before,
mobile,62.0,no_rented_before,
mobile,11.0,rented_before,480.0
mobile,-28.0,no_rented_before,
mobile,73.0,no_rented_before,
connect,-81.0,no_rented_before,
mobile,41.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,-35.0,no_rented_before,
mobile,162.0,no_rented_before,
connect,-129.0,no_rented_before,
connect,94.0,no_rented_before,
connect,28.0,no_rented_before,
mobile,35.0,no_rented_before,
connect,-61.0,rented_before,510.0
mobile,166.0,no_rented_before,
mobile,-172.0,rented_before,0.0
connect,-542.0,no_rented_before,
mobile,-37.0,no_rented_before,
mobile,-7.0,no_rented_before,
mobile,101.0,no_rented_before,
mobile,77.0,no_rented_before,
connect,-42.0,no_rented_before,
connect,-20.0,no_rented_before,
mobile,44.0,no_rented_before,
connect,-110.0,no_rented_before,
mobile,-33.0,no_rented_before,
connect,41.0,no_rented_before,
mobile,-19.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,-114.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,-115.0,rented_before,660.0
connect,122.0,rented_before,420.0
connect,-1.0,rented_before,420.0
mobile,370.0,no_rented_before,
mobile,-86.0,no_rented_before,
mobile,75.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,63.0,no_rented_before,
connect,-29.0,no_rented_before,
mobile,27.0,no_rented_before,
mobile,245.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,64.0,no_rented_before,
mobile,30.0,no_rented_before,
connect,-150.0,no_rented_before,
mobile,262.0,no_rented_before,
connect,-11.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,154.0,no_rented_before,
mobile,43.0,no_rented_before,
mobile,8.0,no_rented_before,
connect,62.0,rented_before,60.0
mobile,23.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,131.0,no_rented_before,
connect,-322.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,39.0,no_rented_before,
mobile,-14.0,no_rented_before,
mobile,210.0,no_rented_before,
connect,-66.0,no_rented_before,
mobile,-83.0,no_rented_before,
connect,-96.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,73.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,68.0,no_rented_before,
mobile,301.0,no_rented_before,
mobile,-26.0,no_rented_before,
mobile,2893.0,no_rented_before,
connect,2.0,rented_before,300.0
connect,-24.0,rented_before,30.0
mobile,157.0,no_rented_before,
mobile,91.0,no_rented_before,
mobile,-284.0,no_rented_before,
mobile,-20.0,no_rented_before,
connect,-159.0,no_rented_before,
mobile,-183.0,no_rented_before,
mobile,-46.0,no_rented_before,
mobile,-267.0,no_rented_before,
mobile,-806.0,no_rented_before,
mobile,-553.0,no_rented_before,
mobile,266.0,no_rented_before,
connect,-61.0,no_rented_before,
mobile,144.0,no_rented_before,
mobile,1395.0,no_rented_before,
mobile,32.0,no_rented_before,
mobile,22.0,no_rented_before,
mobile,24.0,no_rented_before,
mobile,11.0,no_rented_before,
connect,146.0,no_rented_before,
connect,-60.0,no_rented_before,
mobile,-6.0,no_rented_before,
mobile,-320.0,no_rented_before,
mobile,-10.0,rented_before,390.0
mobile,158.0,no_rented_before,
connect,5.0,no_rented_before,
connect,56.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,51.0,no_rented_before,
mobile,-174.0,no_rented_before,
mobile,-2.0,no_rented_before,
connect,-555.0,rented_before,150.0
connect,-73.0,no_rented_before,
mobile,85.0,no_rented_before,
mobile,129.0,no_rented_before,
mobile,4.0,no_rented_before,
connect,12.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,51.0,no_rented_before,
connect,-17.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,-22.0,no_rented_before,
connect,-57.0,no_rented_before,
mobile,-14.0,no_rented_before,
connect,-71.0,no_rented_before,
mobile,-6.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,13.0,no_rented_before,
connect,-82.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,-17.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,-54.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,-64.0,no_rented_before,
mobile,1167.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,128.0,no_rented_before,
mobile,307.0,no_rented_before,
mobile,-185.0,no_rented_before,
mobile,-197.0,no_rented_before,
mobile,61.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,-109.0,no_rented_before,
connect,46.0,rented_before,0.0
mobile,-153.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,-2878.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,14.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,5.0,no_rented_before,
connect,116.0,no_rented_before,
mobile,278.0,no_rented_before,
mobile,135.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,185.0,no_rented_before,
mobile,22.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,-9.0,no_rented_before,
mobile,44.0,no_rented_before,
mobile,-173.0,no_rented_before,
mobile,184.0,rented_before,240.0
mobile,80.0,no_rented_before,
mobile,-132.0,no_rented_before,
connect,77.0,no_rented_before,
mobile,-130.0,no_rented_before,
mobile,-986.0,rented_before,630.0
connect,-12.0,no_rented_before,
mobile,154.0,no_rented_before,
mobile,-7.0,no_rented_before,
mobile,-27.0,rented_before,660.0
mobile,74.0,no_rented_before,
mobile,49.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,-75.0,no_rented_before,
mobile,-125.0,rented_before,570.0
mobile,20.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,75.0,no_rented_before,
mobile,-687.0,no_rented_before,
mobile,79.0,no_rented_before,
mobile,20.0,no_rented_before,
connect,-25.0,no_rented_before,
mobile,56.0,no_rented_before,
connect,-6.0,no_rented_before,
mobile,65.0,no_rented_before,
connect,5.0,no_rented_before,
mobile,-18.0,no_rented_before,
mobile,60.0,rented_before,120.0
connect,13.0,no_rented_before,
mobile,-845.0,no_rented_before,
mobile,-60.0,no_rented_before,
connect,36.0,no_rented_before,
mobile,-8.0,no_rented_before,
connect,-10.0,no_rented_before,
mobile,7.0,no_rented_before,
connect,-30.0,rented_before,570.0
mobile,34.0,no_rented_before,
connect,-210.0,no_rented_before,
mobile,417.0,no_rented_before,
connect,-58.0,rented_before,90.0
connect,-20.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-52.0,no_rented_before,
mobile,15.0,no_rented_before,
connect,-68.0,no_rented_before,
mobile,1800.0,rented_before,720.0
mobile,-14.0,rented_before,120.0
mobile,8.0,no_rented_before,
mobile,-171.0,rented_before,300.0
mobile,13.0,no_rented_before,
mobile,132.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,114.0,no_rented_before,
mobile,-35.0,no_rented_before,
mobile,17.0,rented_before,0.0
mobile,26.0,no_rented_before,
connect,-10.0,no_rented_before,
mobile,374.0,no_rented_before,
mobile,-38.0,no_rented_before,
mobile,58.0,rented_before,660.0
mobile,21.0,no_rented_before,
connect,19.0,no_rented_before,
connect,-71.0,no_rented_before,
connect,-397.0,rented_before,60.0
mobile,121.0,no_rented_before,
mobile,7.0,rented_before,150.0
mobile,-207.0,no_rented_before,
mobile,-34.0,no_rented_before,
mobile,133.0,no_rented_before,
mobile,136.0,no_rented_before,
mobile,-33.0,rented_before,120.0
mobile,21.0,rented_before,690.0
mobile,118.0,no_rented_before,
mobile,48.0,no_rented_before,
mobile,-73.0,no_rented_before,
mobile,78.0,no_rented_before,
mobile,275.0,no_rented_before,
mobile,727.0,no_rented_before,
connect,-28.0,no_rented_before,
mobile,62.0,no_rented_before,
mobile,-40.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,89.0,no_rented_before,
mobile,22.0,no_rented_before,
mobile,880.0,no_rented_before,
mobile,1005.0,no_rented_before,
mobile,115.0,no_rented_before,
mobile,-6.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,-18.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,133.0,no_rented_before,
mobile,-42.0,no_rented_before,
mobile,-4.0,no_rented_before,
connect,-33.0,rented_before,30.0
connect,-3.0,no_rented_before,
mobile,6.0,no_rented_before,
connect,3.0,no_rented_before,
mobile,-609.0,no_rented_before,
mobile,-22.0,no_rented_before,
mobile,73.0,no_rented_before,
mobile,189.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,-201.0,no_rented_before,
mobile,-71.0,no_rented_before,
connect,29.0,no_rented_before,
mobile,99.0,no_rented_before,
mobile,285.0,no_rented_before,
mobile,-54.0,no_rented_before,
connect,242.0,no_rented_before,
connect,60.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-1170.0,no_rented_before,
connect,-168.0,no_rented_before,
mobile,-110.0,no_rented_before,
connect,-503.0,no_rented_before,
mobile,39.0,no_rented_before,
connect,31.0,no_rented_before,
connect,-55.0,no_rented_before,
mobile,-54.0,no_rented_before,
mobile,234.0,no_rented_before,
mobile,-17.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,60.0,no_rented_before,
mobile,82.0,no_rented_before,
connect,82.0,no_rented_before,
mobile,40.0,rented_before,60.0
mobile,11.0,no_rented_before,
connect,22.0,rented_before,30.0
connect,-3.0,no_rented_before,
mobile,-53.0,no_rented_before,
mobile,-13.0,no_rented_before,
mobile,-222.0,no_rented_before,
connect,-64.0,rented_before,300.0
connect,204.0,no_rented_before,
connect,-160.0,no_rented_before,
mobile,214.0,no_rented_before,
connect,-59.0,no_rented_before,
mobile,860.0,no_rented_before,
mobile,-101.0,no_rented_before,
connect,13.0,rented_before,0.0
mobile,24.0,no_rented_before,
mobile,16.0,no_rented_before,
connect,16.0,no_rented_before,
mobile,79.0,no_rented_before,
mobile,211.0,no_rented_before,
connect,-473.0,no_rented_before,
connect,170.0,no_rented_before,
mobile,-120.0,no_rented_before,
mobile,832.0,no_rented_before,
mobile,241.0,no_rented_before,
mobile,1171.0,no_rented_before,
mobile,204.0,no_rented_before,
connect,32.0,no_rented_before,
mobile,-13.0,no_rented_before,
mobile,-10.0,no_rented_before,
connect,-91.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,46.0,rented_before,480.0
mobile,-74.0,no_rented_before,
mobile,101.0,no_rented_before,
mobile,-137.0,no_rented_before,
mobile,57.0,no_rented_before,
mobile,283.0,no_rented_before,
mobile,53.0,no_rented_before,
connect,90.0,no_rented_before,
mobile,851.0,no_rented_before,
mobile,37.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,706.0,no_rented_before,
mobile,-102.0,rented_before,630.0
mobile,-46.0,rented_before,480.0
mobile,27.0,no_rented_before,
connect,-760.0,rented_before,180.0
connect,-493.0,no_rented_before,
mobile,45.0,rented_before,30.0
mobile,-2.0,no_rented_before,
connect,-141.0,no_rented_before,
connect,-27.0,no_rented_before,
mobile,-17.0,no_rented_before,
mobile,-16.0,no_rented_before,
mobile,1027.0,no_rented_before,
connect,-424.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,-44.0,no_rented_before,
mobile,47.0,no_rented_before,
mobile,-5.0,no_rented_before,
connect,-60.0,rented_before,600.0
mobile,25.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,77.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,-1.0,no_rented_before,
connect,-5.0,no_rented_before,
mobile,-131.0,no_rented_before,
mobile,844.0,no_rented_before,
connect,50.0,no_rented_before,
mobile,218.0,rented_before,180.0
connect,-2.0,rented_before,720.0
connect,-35.0,no_rented_before,
mobile,279.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,56.0,no_rented_before,
mobile,-226.0,no_rented_before,
connect,10.0,no_rented_before,
mobile,-39.0,no_rented_before,
mobile,-73.0,no_rented_before,
mobile,80.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,577.0,no_rented_before,
connect,-1.0,rented_before,660.0
mobile,-145.0,no_rented_before,
mobile,22.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,15.0,no_rented_before,
mobile,66.0,no_rented_before,
mobile,-631.0,no_rented_before,
mobile,31.0,no_rented_before,
mobile,74.0,rented_before,0.0
mobile,-21.0,no_rented_before,
mobile,90.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,43.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,-17.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,791.0,no_rented_before,
mobile,157.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,-67.0,no_rented_before,
mobile,121.0,no_rented_before,
mobile,559.0,no_rented_before,
mobile,24.0,rented_before,120.0
mobile,72.0,no_rented_before,
connect,207.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,-81.0,no_rented_before,
mobile,188.0,no_rented_before,
connect,-113.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,308.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-64.0,rented_before,120.0
connect,-51.0,no_rented_before,
connect,-24.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,-37.0,no_rented_before,
mobile,99.0,no_rented_before,
connect,-41.0,rented_before,210.0
connect,183.0,no_rented_before,
mobile,-35.0,no_rented_before,
connect,-14.0,no_rented_before,
connect,98.0,no_rented_before,
connect,-193.0,no_rented_before,
mobile,-13.0,no_rented_before,
mobile,103.0,no_rented_before,
mobile,47.0,no_rented_before,
mobile,-21.0,no_rented_before,
mobile,44.0,no_rented_before,
connect,-105.0,rented_before,240.0
mobile,-2.0,no_rented_before,
mobile,31.0,no_rented_before,
mobile,201.0,no_rented_before,
mobile,188.0,no_rented_before,
mobile,80.0,no_rented_before,
mobile,54.0,no_rented_before,
mobile,-56.0,no_rented_before,
connect,173.0,no_rented_before,
mobile,75.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,158.0,no_rented_before,
mobile,31.0,no_rented_before,
mobile,-43.0,no_rented_before,
connect,-8.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,-68.0,rented_before,0.0
mobile,8.0,no_rented_before,
mobile,-25.0,no_rented_before,
mobile,-89.0,rented_before,0.0
mobile,252.0,no_rented_before,
mobile,41.0,no_rented_before,
connect,78.0,rented_before,60.0
mobile,71.0,no_rented_before,
mobile,30.0,no_rented_before,
mobile,959.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,136.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,106.0,no_rented_before,
mobile,46.0,no_rented_before,
mobile,105.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,209.0,no_rented_before,
connect,-51.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,63.0,no_rented_before,
mobile,-14.0,no_rented_before,
connect,-39.0,rented_before,660.0
mobile,1420.0,no_rented_before,
mobile,11.0,no_rented_before,
connect,180.0,no_rented_before,
connect,-13.0,rented_before,120.0
mobile,16.0,no_rented_before,
connect,-17.0,no_rented_before,
connect,48.0,no_rented_before,
mobile,-17.0,rented_before,0.0
mobile,72.0,no_rented_before,
mobile,58.0,rented_before,150.0
mobile,32.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,44.0,no_rented_before,
connect,-89.0,no_rented_before,
connect,-238.0,no_rented_before,
mobile,164.0,no_rented_before,
connect,-132.0,no_rented_before,
mobile,109.0,no_rented_before,
connect,4.0,no_rented_before,
connect,-500.0,no_rented_before,
mobile,296.0,no_rented_before,
mobile,256.0,no_rented_before,
mobile,114.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,180.0,no_rented_before,
connect,4.0,no_rented_before,
mobile,-191.0,rented_before,720.0
mobile,45.0,no_rented_before,
mobile,68.0,no_rented_before,
mobile,193.0,no_rented_before,
mobile,-77.0,no_rented_before,
mobile,162.0,no_rented_before,
mobile,1195.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,20.0,no_rented_before,
connect,-15.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,189.0,no_rented_before,
mobile,-494.0,no_rented_before,
connect,-21.0,no_rented_before,
mobile,-950.0,no_rented_before,
mobile,-8.0,no_rented_before,
mobile,524.0,no_rented_before,
connect,54.0,rented_before,60.0
connect,-116.0,no_rented_before,
mobile,51.0,rented_before,150.0
mobile,79.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,-69.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,23.0,no_rented_before,
mobile,-3.0,no_rented_before,
mobile,91.0,no_rented_before,
connect,186.0,no_rented_before,
connect,-972.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,477.0,no_rented_before,
mobile,-18.0,no_rented_before,
connect,-875.0,rented_before,0.0
mobile,-43.0,no_rented_before,
connect,-188.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,42.0,no_rented_before,
mobile,-51.0,no_rented_before,
mobile,-124.0,no_rented_before,
mobile,-293.0,no_rented_before,
connect,19.0,no_rented_before,
mobile,-8.0,no_rented_before,
connect,-141.0,no_rented_before,
mobile,16.0,no_rented_before,
connect,-822.0,no_rented_before,
mobile,-29.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,63.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,-120.0,rented_before,180.0
mobile,32.0,no_rented_before,
mobile,-81.0,no_rented_before,
mobile,20.0,no_rented_before,
mobile,-6.0,no_rented_before,
mobile,74.0,no_rented_before,
connect,40.0,no_rented_before,
connect,-663.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,122.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,84.0,no_rented_before,
mobile,33.0,no_rented_before,
connect,-92.0,no_rented_before,
mobile,-9.0,no_rented_before,
mobile,-98.0,no_rented_before,
connect,267.0,no_rented_before,
mobile,224.0,no_rented_before,
mobile,370.0,no_rented_before,
connect,7.0,no_rented_before,
mobile,384.0,no_rented_before,
mobile,39.0,no_rented_before,
mobile,65.0,no_rented_before,
connect,2.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,-4.0,no_rented_before,
connect,-29.0,no_rented_before,
mobile,14.0,no_rented_before,
connect,-48.0,no_rented_before,
mobile,21.0,no_rented_before,
connect,-22.0,no_rented_before,
connect,-333.0,no_rented_before,
connect,8.0,no_rented_before,
mobile,-93.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,33.0,no_rented_before,
mobile,-14.0,no_rented_before,
mobile,40.0,no_rented_before,
connect,-75.0,no_rented_before,
mobile,134.0,no_rented_before,
mobile,-40.0,no_rented_before,
mobile,-101.0,no_rented_before,
mobile,-24.0,no_rented_before,
mobile,-95.0,no_rented_before,
mobile,88.0,no_rented_before,
