checkin_type,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes
connect,-6.0,no_rented_before,
connect,-32.0,no_rented_before,
mobile,-29.0,no_rented_before,
mobile,12.0,no_rented_before,
connect,7.0,no_rented_before,
connect,5.0,no_rented_before,
connect,64.0,rented_before,150.0
mobile,161.0,no_rented_before,
mobile,-23.0,no_rented_before,
connect,-127.0,no_rented_before,
connect,-82.0,no_rented_before,
connect,82.0,no_rented_before,
mobile,-412.0,no_rented_before,
mobile,-4.0,no_rented_before,
connect,-6.0,no_rented_before,
connect,-7.0,rented_before,0.0
mobile,-18.0,no_rented_before,
mobile,207.0,no_rented_before,
mobile,15.0,no_rented_before,
mobile,1696.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,116.0,no_rented_before,
mobile,153.0,no_rented_before,
connect,-277.0,no_rented_before,
mobile,114.0,no_rented_before,
connect,-73.0,no_rented_before,
mobile,71.0,no_rented_before,
connect,27.0,no_rented_before,
connect,104.0,no_rented_before,
mobile,101.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,-231.0,no_rented_before,
mobile,-175.0,no_rented_before,
mobile,15.0,no_rented_before,
connect,-120.0,no_rented_before,
mobile,18.0,no_rented_before,
mobile,182.0,no_rented_before,
mobile,-147.0,no_rented_before,
mobile,-231.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,116.0,no_rented_before,
mobile,37.0,no_rented_before,
mobile,358.0,no_rented_before,
connect,-1061.0,no_rented_before,
mobile,32.0,no_rented_before,
connect,31.0,no_rented_before,
mobile,-9.0,no_rented_before,
mobile,37.0,no_rented_before,
mobile,-37.0,no_rented_before,
connect,103.0,rented_before,210.0
mobile,-84.0,no_rented_before,
mobile,-35.0,no_rented_before,
mobile,86.0,no_rented_before,
mobile,57.0,no_rented_before,
mobile,-18.0,no_rented_before,
mobile,-77.0,no_rented_before,
connect,-43.0,no_rented_before,
connect,3.0,no_rented_before,
mobile,142.0,no_rented_before,
mobile,208.0,no_rented_before,
connect,247.0,no_rented_before,
mobile,233.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,71.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,-128.0,no_rented_before,
mobile,424.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,9.0,no_rented_before,
connect,43.0,no_rented_before,
connect,-32.0,rented_before,60.0
mobile,129.0,no_rented_before,
mobile,-27.0,no_rented_before,
mobile,-49.0,no_rented_before,
mobile,46.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-59.0,no_rented_before,
mobile,172.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,-11.0,no_rented_before,
mobile,568.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,46.0,no_rented_before,
mobile,-20.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,909.0,no_rented_before,
mobile,-84.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,168.0,no_rented_before,
mobile,111.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,-40.0,no_rented_before,
mobile,91.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,176.0,no_rented_before,
mobile,-87.0,no_rented_before,
mobile,-144.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,-10.0,no_rented_before,
mobile,-43.0,no_rented_before,
connect,65.0,no_rented_before,
mobile,89.0,no_rented_before,
mobile,-28.0,no_rented_before,
connect,-171.0,no_rented_before,
mobile,-237.0,no_rented_before,
mobile,-36.0,rented_before,0.0
mobile,0.0,no_rented_before,
connect,271.0,no_rented_before,
connect,22.0,no_rented_before,
mobile,35.0,no_rented_before,
mobile,-80.0,no_rented_before,
mobile,7.0,no_rented_before,
connect,-286.0,no_rented_before,
mobile,-9.0,no_rented_before,
mobile,-78.0,no_rented_before,
mobile,1462.0,no_rented_before,
mobile,2.0,rented_before,390.0
mobile,-101.0,no_rented_before,
mobile,58.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,42.0,no_rented_before,
mobile,51.0,no_rented_before,
mobile,-53.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,14.0,no_rented_before,
mobile,936.0,no_rented_before,
mobile,-74.0,no_rented_before,
mobile,29.0,no_rented_before,
mobile,14.0,rented_before,210.0
mobile,62.0,no_rented_before,
mobile,-45.0,no_rented_before,
mobile,70.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,-3.0,no_rented_before,
connect,110.0,no_rented_before,
connect,-9.0,rented_before,0.0
mobile,137.0,no_rented_before,
mobile,88.0,no_rented_before,
mobile,123.0,no_rented_before,
mobile,30.0,no_rented_before,
mobile,1161.0,no_rented_before,
connect,4.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,112.0,no_rented_before,
mobile,297.0,rented_before,30.0
connect,66.0,no_rented_before,
mobile,34.0,no_rented_before,
mobile,24.0,no_rented_before,
mobile,339.0,no_rented_before,
mobile,-137.0,no_rented_before,
mobile,171.0,no_rented_before,
mobile,215.0,no_rented_before,
mobile,-8.0,no_rented_before,
connect,2.0,no_rented_before,
mobile,148.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,83.0,no_rented_before,
connect,-11.0,no_rented_before,
mobile,1374.0,no_rented_before,
mobile,82.0,no_rented_before,
mobile,-81.0,rented_before,120.0
mobile,711.0,no_rented_before,
mobile,27.0,no_rented_before,
mobile,279.0,no_rented_before,
connect,27.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,-8.0,rented_before,120.0
connect,-484.0,no_rented_before,
mobile,109.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,34.0,no_rented_before,
mobile,-57.0,no_rented_before,
mobile,130.0,no_rented_before,
mobile,123.0,no_rented_before,
mobile,461.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,-132.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,843.0,no_rented_before,
mobile,70.0,no_rented_before,
mobile,43.0,no_rented_before,
mobile,-187.0,no_rented_before,
mobile,-83.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,-221.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,99.0,no_rented_before,
connect,-19.0,no_rented_before,
connect,-226.0,no_rented_before,
mobile,-13.0,no_rented_before,
mobile,91.0,no_rented_before,
connect,1.0,rented_before,60.0
mobile,307.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,58.0,no_rented_before,
mobile,20.0,no_rented_before,
mobile,-35.0,no_rented_before,
connect,-605.0,no_rented_before,
mobile,-57.0,no_rented_before,
mobile,-12.0,no_rented_before,
connect,-69.0,no_rented_before,
mobile,-270.0,no_rented_before,
connect,-32.0,rented_before,0.0
connect,-169.0,rented_before,0.0
mobile,25.0,rented_before,360.0
mobile,97.0,no_rented_before,
mobile,54.0,no_rented_before,
connect,-340.0,no_rented_before,
mobile,-27.0,no_rented_before,
mobile,-11.0,no_rented_before,
mobile,-65.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,-52.0,no_rented_before,
connect,412.0,no_rented_before,
mobile,186.0,no_rented_before,
mobile,350.0,no_rented_before,
mobile,-9.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,106.0,no_rented_before,
mobile,28.0,no_rented_before,
connect,-1.0,no_rented_before,
mobile,3.0,no_rented_before,
connect,-179.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,12.0,no_rented_before,
connect,-40.0,rented_before,0.0
mobile,131.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,-48.0,no_rented_before,
mobile,-24.0,no_rented_before,
connect,-52.0,no_rented_before,
mobile,155.0,no_rented_before,
mobile,54.0,no_rented_before,
mobile,-6.0,rented_before,60.0
mobile,-108.0,no_rented_before,
connect,-127.0,no_rented_before,
connect,-38.0,no_rented_before,
mobile,-360.0,no_rented_before,
mobile,-10.0,no_rented_before,
connect,-68.0,no_rented_before,
mobile,221.0,no_rented_before,
connect,62.0,rented_before,570.0
mobile,189.0,no_rented_before,
mobile,-19.0,no_rented_before,
mobile,-108.0,no_rented_before,
mobile,-39.0,no_rented_before,
connect,15.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,-51.0,no_rented_before,
mobile,51.0,no_rented_before,
mobile,480.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,-16.0,no_rented_before,
mobile,70.0,no_rented_before,
mobile,-45.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,39.0,no_rented_before,
connect,23.0,no_rented_before,
mobile,133.0,no_rented_before,
mobile,-9.0,no_rented_before,
mobile,-19.0,no_rented_before,
mobile,155.0,no_rented_before,
mobile,-50.0,no_rented_before,
connect,14.0,no_rented_before,
mobile,11.0,rented_before,720.0
mobile,86.0,no_rented_before,
mobile,-57.0,no_rented_before,
mobile,196.0,no_rented_before,
connect,23.0,no_rented_before,
mobile,5.0,rented_before,360.0
mobile,723.0,no_rented_before,
mobile,-165.0,no_rented_before,
mobile,431.0,no_rented_before,
mobile,32.0,no_rented_before,
mobile,48.0,no_rented_before,
mobile,376.0,no_rented_before,
connect,9.0,no_rented_before,
mobile,183.0,rented_before,420.0
mobile,-11.0,no_rented_before,
mobile,-1127.0,no_rented_before,
mobile,-38.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,30.0,no_rented_before,
mobile,-25.0,rented_before,600.0
connect,-6.0,no_rented_before,
connect,-190.0,no_rented_before,
mobile,-40.0,no_rented_before,
mobile,148.0,no_rented_before,
mobile,-841.0,no_rented_before,
mobile,-27.0,rented_before,120.0
mobile,21.0,no_rented_before,
mobile,98.0,no_rented_before,
mobile,-33.0,no_rented_before,
connect,-3.0,no_rented_before,
connect,-389.0,no_rented_before,
mobile,-39.0,no_rented_before,
mobile,-18.0,no_rented_before,
connect,-75.0,no_rented_before,
mobile,-133.0,no_rented_before,
connect,-209.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,-57.0,no_rented_before,
connect,16.0,no_rented_before,
mobile,23.0,no_rented_before,
connect,-1.0,no_rented_before,
connect,-7.0,no_rented_before,
connect,18.0,no_rented_before,
mobile,-69.0,no_rented_before,
connect,-24.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,-49.0,no_rented_before,
mobile,233.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,127.0,no_rented_before,
mobile,-555.0,no_rented_before,
connect,111.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,83.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,89.0,no_rented_before,
mobile,319.0,no_rented_before,
connect,-72.0,no_rented_before,
mobile,882.0,no_rented_before,
mobile,200.0,no_rented_before,
mobile,34.0,no_rented_before,
connect,24.0,no_rented_before,
mobile,1127.0,no_rented_before,
connect,-85.0,no_rented_before,
mobile,439.0,no_rented_before,
mobile,-65.0,no_rented_before,
mobile,-162.0,no_rented_before,
mobile,-23.0,rented_before,0.0
mobile,79.0,no_rented_before,
mobile,-31.0,no_rented_before,
mobile,10.0,no_rented_before,
connect,5.0,no_rented_before,
mobile,-31.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,1734.0,no_rented_before,
mobile,48.0,no_rented_before,
mobile,31.0,no_rented_before,
connect,23.0,no_rented_before,
mobile,1872.0,no_rented_before,
mobile,-210.0,no_rented_before,
mobile,-18.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,-46.0,no_rented_before,
connect,-7.0,no_rented_before,
mobile,13.0,no_rented_before,
connect,122.0,no_rented_before,
mobile,19.0,no_rented_before,
connect,-30.0,no_rented_before,
mobile,165.0,no_rented_before,
mobile,-108.0,no_rented_before,
mobile,-115.0,no_rented_before,
mobile,42.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,-75.0,no_rented_before,
mobile,-203.0,no_rented_before,
mobile,0.0,rented_before,30.0
mobile,-238.0,no_rented_before,
mobile,111.0,rented_before,0.0
mobile,-96.0,no_rented_before,
connect,26.0,no_rented_before,
mobile,620.0,no_rented_before,
mobile,-53.0,no_rented_before,
mobile,73.0,rented_before,660.0
mobile,670.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,-25.0,no_rented_before,
mobile,83.0,no_rented_before,
mobile,50.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,1000.0,no_rented_before,
mobile,-1006.0,no_rented_before,
connect,48.0,rented_before,0.0
mobile,-4.0,no_rented_before,
mobile,59.0,no_rented_before,
mobile,-36.0,no_rented_before,
mobile,1798.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,-39.0,no_rented_before,
mobile,126.0,no_rented_before,
mobile,18.0,no_rented_before,
connect,-75.0,no_rented_before,
mobile,-178.0,no_rented_before,
mobile,242.0,no_rented_before,
mobile,-16.0,no_rented_before,
mobile,-1188.0,no_rented_before,
connect,211.0,no_rented_before,
mobile,60.0,no_rented_before,
mobile,407.0,no_rented_before,
connect,9.0,no_rented_before,
mobile,145.0,no_rented_before,
connect,226.0,rented_before,540.0
connect,3.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,17.0,no_rented_before,
connect,26.0,no_rented_before,
mobile,-5.0,no_rented_before,
connect,-15.0,no_rented_before,
mobile,132.0,rented_before,540.0
connect,-636.0,rented_before,510.0
connect,-5.0,no_rented_before,
mobile,48.0,no_rented_before,
mobile,136.0,no_rented_before,
mobile,-32.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,165.0,no_rented_before,
connect,-15.0,no_rented_before,
mobile,-8.0,rented_before,360.0
connect,48.0,no_rented_before,
connect,147.0,no_rented_before,
mobile,574.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,11.0,no_rented_before,
mobile,1259.0,no_rented_before,
mobile,-10.0,no_rented_before,
mobile,491.0,no_rented_before,
mobile,22.0,no_rented_before,
mobile,50.0,no_rented_before,
connect,-15.0,no_rented_before,
mobile,49.0,rented_before,660.0
mobile,5.0,no_rented_before,
mobile,142.0,no_rented_before,
mobile,-18.0,no_rented_before,
connect,-40.0,no_rented_before,
mobile,-55.0,no_rented_before,
connect,12.0,no_rented_before,
mobile,-107.0,no_rented_before,
mobile,24.0,no_rented_before,
connect,-6.0,no_rented_before,
connect,-151.0,no_rented_before,
connect,-865.0,rented_before,600.0
connect,-325.0,no_rented_before,
mobile,18.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,82.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,81.0,no_rented_before,
mobile,-664.0,no_rented_before,
mobile,185.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,-75.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,2427.0,no_rented_before,
mobile,-90.0,no_rented_before,
mobile,-88.0,no_rented_before,
mobile,-82.0,no_rented_before,
mobile,22.0,no_rented_before,
mobile,-180.0,no_rented_before,
mobile,-26.0,no_rented_before,
mobile,-79.0,no_rented_before,
mobile,53.0,no_rented_before,
mobile,82.0,no_rented_before,
mobile,32.0,no_rented_before,
mobile,-54.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,50.0,rented_before,510.0
mobile,13.0,no_rented_before,
mobile,-33.0,no_rented_before,
mobile,-85.0,no_rented_before,
connect,-34.0,no_rented_before,
mobile,82.0,no_rented_before,
mobile,-327.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-8.0,rented_before,210.0
mobile,10.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,65.0,no_rented_before,
mobile,91.0,no_rented_before,
mobile,-54.0,no_rented_before,
mobile,-172.0,no_rented_before,
mobile,-25.0,no_rented_before,
mobile,228.0,no_rented_before,
mobile,52.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,77.0,no_rented_before,
mobile,-105.0,no_rented_before,
mobile,1.0,no_rented_before,
mobile,73.0,no_rented_before,
mobile,-142.0,no_rented_before,
mobile,271.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,-79.0,no_rented_before,
mobile,150.0,no_rented_before,
connect,-110.0,rented_before,30.0
mobile,-11.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,305.0,no_rented_before,
mobile,204.0,no_rented_before,
connect,154.0,no_rented_before,
mobile,53.0,no_rented_before,
mobile,29.0,rented_before,30.0
mobile,793.0,no_rented_before,
mobile,1453.0,no_rented_before,
mobile,110.0,no_rented_before,
mobile,105.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,226.0,no_rented_before,
mobile,14.0,no_rented_before,
mobile,-102.0,no_rented_before,
mobile,116.0,no_rented_before,
mobile,-610.0,no_rented_before,
mobile,59.0,no_rented_before,
mobile,-90.0,no_rented_before,
mobile,115.0,no_rented_before,
mobile,-65.0,no_rented_before,
mobile,-18.0,rented_before,120.0
mobile,-7.0,no_rented_before,
mobile,7.0,no_rented_before,
connect,27.0,no_rented_before,
mobile,-36.0,no_rented_before,
mobile,123.0,no_rented_before,
mobile,319.0,rented_before,90.0
connect,39.0,no_rented_before,
mobile,-47.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-43.0,rented_before,360.0
mobile,145.0,no_rented_before,
mobile,-7.0,no_rented_before,
mobile,15.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,5.0,rented_before,0.0
mobile,-9.0,no_rented_before,
mobile,-563.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,87.0,no_rented_before,
mobile,114.0,no_rented_before,
mobile,283.0,no_rented_before,
mobile,61.0,no_rented_before,
connect,99.0,no_rented_before,
mobile,15.0,no_rented_before,
mobile,-47.0,no_rented_before,
connect,-32.0,no_rented_before,
mobile,-134.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,91.0,rented_before,60.0
connect,-137.0,rented_before,120.0
mobile,131.0,no_rented_before,
mobile,95.0,no_rented_before,
connect,77.0,no_rented_before,
mobile,322.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,0.0,rented_before,300.0
mobile,-88.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,36.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,-32.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,-121.0,no_rented_before,
mobile,83.0,no_rented_before,
mobile,307.0,no_rented_before,
mobile,2867.0,no_rented_before,
connect,-16.0,rented_before,30.0
mobile,-11.0,no_rented_before,
mobile,59.0,no_rented_before,
mobile,-71.0,no_rented_before,
mobile,122.0,no_rented_before,
mobile,97.0,no_rented_before,
mobile,-54.0,no_rented_before,
mobile,87.0,no_rented_before,
connect,8.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,169.0,no_rented_before,
mobile,-138.0,no_rented_before,
mobile,36.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,36.0,no_rented_before,
mobile,-21.0,no_rented_before,
connect,-108.0,no_rented_before,
connect,-14.0,no_rented_before,
mobile,-28.0,no_rented_before,
mobile,-27.0,rented_before,270.0
connect,0.0,no_rented_before,
mobile,70.0,no_rented_before,
mobile,-85.0,no_rented_before,
connect,-6.0,no_rented_before,
mobile,-36.0,no_rented_before,
connect,-20.0,no_rented_before,
connect,-614.0,no_rented_before,
mobile,-66.0,no_rented_before,
mobile,180.0,no_rented_before,
mobile,-541.0,no_rented_before,
mobile,-16.0,no_rented_before,
mobile,91.0,no_rented_before,
mobile,12.0,no_rented_before,
connect,-1.0,rented_before,570.0
mobile,19.0,no_rented_before,
mobile,32.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,-97.0,no_rented_before,
connect,-84.0,no_rented_before,
mobile,37.0,no_rented_before,
mobile,34.0,no_rented_before,
connect,-100.0,no_rented_before,
connect,-5.0,no_rented_before,
mobile,-235.0,no_rented_before,
mobile,-83.0,no_rented_before,
mobile,78.0,no_rented_before,
mobile,-48.0,no_rented_before,
mobile,7.0,rented_before,30.0
connect,18.0,no_rented_before,
connect,51.0,no_rented_before,
mobile,-5.0,no_rented_before,
connect,-19.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,646.0,no_rented_before,
mobile,57.0,no_rented_before,
mobile,266.0,rented_before,30.0
connect,1.0,no_rented_before,
connect,-2.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,-7.0,no_rented_before,
mobile,-19.0,no_rented_before,
mobile,287.0,no_rented_before,
mobile,109.0,no_rented_before,
mobile,-205.0,no_rented_before,
connect,8.0,no_rented_before,
mobile,72.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,-77.0,rented_before,720.0
mobile,19.0,rented_before,120.0
mobile,8.0,no_rented_before,
connect,-42.0,rented_before,120.0
mobile,124.0,no_rented_before,
mobile,-53.0,no_rented_before,
connect,-31.0,rented_before,60.0
mobile,-83.0,no_rented_before,
mobile,128.0,no_rented_before,
connect,-11.0,no_rented_before,
connect,-30.0,no_rented_before,
mobile,-151.0,no_rented_before,
mobile,-27.0,no_rented_before,
mobile,-20.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,118.0,no_rented_before,
mobile,139.0,no_rented_before,
connect,-5.0,no_rented_before,
connect,17.0,no_rented_before,
mobile,-531.0,no_rented_before,
mobile,231.0,no_rented_before,
mobile,40.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,5.0,rented_before,270.0
mobile,-71.0,no_rented_before,
mobile,-57.0,no_rented_before,
mobile,70.0,no_rented_before,
mobile,-118.0,no_rented_before,
mobile,322.0,no_rented_before,
mobile,110.0,no_rented_before,
mobile,-130.0,no_rented_before,
mobile,56.0,no_rented_before,
connect,-37.0,no_rented_before,
mobile,53.0,no_rented_before,
mobile,263.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,-151.0,no_rented_before,
mobile,347.0,no_rented_before,
mobile,3.0,no_rented_before,
connect,-135.0,no_rented_before,
mobile,213.0,no_rented_before,
mobile,-49.0,no_rented_before,
mobile,-113.0,no_rented_before,
connect,33.0,no_rented_before,
mobile,-24.0,no_rented_before,
connect,-9.0,no_rented_before,
mobile,396.0,no_rented_before,
connect,-91.0,no_rented_before,
connect,-13.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-54.0,rented_before,210.0
mobile,74.0,no_rented_before,
mobile,171.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,48.0,no_rented_before,
connect,-439.0,no_rented_before,
mobile,50.0,no_rented_before,
mobile,-14.0,no_rented_before,
mobile,-29.0,no_rented_before,
connect,-64.0,no_rented_before,
mobile,-131.0,no_rented_before,
connect,-6.0,no_rented_before,
mobile,142.0,no_rented_before,
mobile,98.0,no_rented_before,
mobile,68.0,no_rented_before,
mobile,-45.0,no_rented_before,
mobile,121.0,no_rented_before,
mobile,116.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,320.0,rented_before,0.0
mobile,46.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,-3.0,no_rented_before,
mobile,-9.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,15.0,no_rented_before,
mobile,1052.0,no_rented_before,
connect,-163.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,1540.0,no_rented_before,
connect,-21.0,rented_before,330.0
mobile,13.0,no_rented_before,
mobile,80.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,702.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,84.0,rented_before,60.0
connect,-191.0,no_rented_before,
mobile,8.0,no_rented_before,
connect,44.0,rented_before,120.0
connect,36.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,2.0,no_rented_before,
connect,-24.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,-10.0,no_rented_before,
connect,26.0,no_rented_before,
mobile,-65.0,no_rented_before,
mobile,29.0,no_rented_before,
mobile,-58.0,rented_before,0.0
mobile,135.0,no_rented_before,
mobile,485.0,no_rented_before,
mobile,152.0,no_rented_before,
connect,-42.0,no_rented_before,
mobile,-17.0,no_rented_before,
mobile,-180.0,no_rented_before,
connect,-50.0,no_rented_before,
mobile,36.0,no_rented_before,
mobile,267.0,rented_before,60.0
mobile,36.0,no_rented_before,
connect,39.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,-34.0,no_rented_before,
connect,-119.0,rented_before,270.0
mobile,10.0,no_rented_before,
mobile,308.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,1594.0,no_rented_before,
mobile,-113.0,rented_before,720.0
mobile,111.0,no_rented_before,
mobile,-61.0,no_rented_before,
mobile,32.0,no_rented_before,
connect,40.0,no_rented_before,
mobile,171.0,no_rented_before,
mobile,248.0,no_rented_before,
connect,27.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-48.0,rented_before,0.0
mobile,35.0,no_rented_before,
connect,-9.0,no_rented_before,
mobile,2332.0,no_rented_before,
connect,39.0,rented_before,450.0
mobile,27.0,no_rented_before,
mobile,149.0,no_rented_before,
mobile,71.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,-141.0,no_rented_before,
mobile,39.0,no_rented_before,
mobile,-32.0,no_rented_before,
connect,-147.0,no_rented_before,
mobile,306.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,-100.0,no_rented_before,
mobile,-123.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,33.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,-37.0,no_rented_before,
mobile,-29.0,no_rented_before,
mobile,-37.0,no_rented_before,
mobile,-8.0,no_rented_before,
mobile,2338.0,no_rented_before,
connect,-26.0,rented_before,690.0
mobile,-49.0,no_rented_before,
mobile,371.0,no_rented_before,
mobile,76.0,no_rented_before,
mobile,-17.0,no_rented_before,
connect,-24.0,no_rented_before,
mobile,1127.0,no_rented_before,
mobile,-25.0,no_rented_before,
connect,-63.0,rented_before,360.0
mobile,-56.0,rented_before,720.0
mobile,-72.0,no_rented_before,
mobile,-21.0,no_rented_before,
mobile,93.0,no_rented_before,
mobile,14.0,no_rented_before,
connect,-712.0,rented_before,420.0
mobile,-53.0,no_rented_before,
mobile,75.0,no_rented_before,
mobile,-3.0,no_rented_before,
mobile,-115.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,-27.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,1399.0,no_rented_before,
mobile,37.0,no_rented_before,
connect,26.0,no_rented_before,
connect,-62.0,no_rented_before,
mobile,18.0,no_rented_before,
mobile,39.0,rented_before,570.0
mobile,29.0,no_rented_before,
mobile,20.0,no_rented_before,
mobile,-17.0,no_rented_before,
mobile,-52.0,no_rented_before,
mobile,489.0,rented_before,60.0
mobile,4.0,no_rented_before,
mobile,668.0,no_rented_before,
mobile,21.0,no_rented_before,
connect,-39.0,no_rented_before,
mobile,32.0,no_rented_before,
mobile,-11.0,rented_before,240.0
mobile,-11.0,no_rented_before,
mobile,43.0,no_rented_before,
mobile,198.0,no_rented_before,
mobile,-40.0,no_rented_before,
mobile,-36.0,no_rented_before,
connect,193.0,no_rented_before,
mobile,-17.0,rented_before,180.0
